0,0,0
0,1,3
0,2,1
0,3,3
0,4,2
0,5,3
0,6,2
0,7,2
0,8,0
0,9,3
0,10,5
0,11,1
0,12,3
0,13,1
0,14,2
0,15,4
0,16,4
0,17,1
0,18,5
0,19,5
1,0,2
1,1,0
1,2,3
1,3,4
1,4,5
1,5,5
1,6,2
1,7,4
1,8,2
1,9,0
1,10,4
1,11,1
1,12,1
1,13,6
1,14,5
1,15,2
1,16,2
1,17,0
1,18,1
1,19,1
2,0,3
2,1,3
2,2,0
2,3,0
2,4,7
2,5,6
2,6,5
2,7,5
2,8,3
2,9,2
2,10,2
2,11,2
2,12,1
2,13,2
2,14,2
2,15,2
2,16,0
2,17,2
2,18,3
2,19,0
3,0,4
3,1,4
3,2,3
3,3,0
3,4,4
3,5,4
3,6,3
3,7,6
3,8,1
3,9,3
3,10,1
3,11,2
3,12,1
3,13,4
3,14,4
3,15,0
3,16,0
3,17,0
3,18,2
3,19,4
4,0,1
4,1,3
4,2,3
4,3,3
4,4,0
4,5,2
4,6,5
4,7,2
4,8,2
4,9,1
4,10,2
4,11,3
4,12,1
4,13,2
4,14,4
4,15,2
4,16,4
4,17,3
4,18,4
4,19,3
5,0,4
5,1,6
5,2,5
5,3,3
5,4,2
5,5,0
5,6,3
5,7,3
5,8,2
5,9,2
5,10,4
5,11,0
5,12,4
5,13,0
5,14,1
5,15,0
5,16,1
5,17,4
5,18,2
5,19,4
6,0,2
6,1,1
6,2,5
6,3,1
6,4,4
6,5,3
6,6,0
6,7,5
6,8,6
6,9,2
6,10,0
6,11,1
6,12,4
6,13,1
6,14,5
6,15,3
6,16,0
6,17,1
6,18,3
6,19,3
7,0,1
7,1,5
7,2,2
7,3,5
7,4,2
7,5,4
7,6,4
7,7,0
7,8,2
7,9,4
7,10,1
7,11,1
7,12,4
7,13,3
7,14,3
7,15,0
7,16,1
7,17,3
7,18,4
7,19,1
8,0,1
8,1,3
8,2,4
8,3,4
8,4,5
8,5,2
8,6,3
8,7,5
8,8,0
8,9,2
8,10,2
8,11,2
8,12,3
8,13,1
8,14,2
8,15,0
8,16,0
8,17,6
8,18,3
8,19,2
9,0,2
9,1,0
9,2,2
9,3,4
9,4,1
9,5,2
9,6,1
9,7,6
9,8,2
9,9,0
9,10,2
9,11,3
9,12,6
9,13,3
9,14,3
9,15,2
9,16,2
9,17,3
9,18,2
9,19,4
10,0,6
10,1,5
10,2,1
10,3,3
10,4,2
10,5,2
10,6,1
10,7,2
10,8,1
10,9,0
10,10,0
10,11,2
10,12,5
10,13,5
10,14,3
10,15,2
10,16,4
10,17,3
10,18,1
10,19,2
11,0,1
11,1,2
11,2,2
11,3,3
11,4,2
11,5,0
11,6,3
11,7,3
11,8,3
11,9,5
11,10,1
11,11,0
11,12,1
11,13,2
11,14,4
11,15,3
11,16,4
11,17,4
11,18,4
11,19,3
12,0,2
12,1,2
12,2,2
12,3,3
12,4,1
12,5,1
12,6,3
12,7,3
12,8,2
12,9,4
12,10,4
12,11,1
12,12,0
12,13,6
12,14,5
12,15,3
12,16,1
12,17,3
12,18,1
12,19,3
13,0,1
13,1,3
13,2,2
13,3,3
13,4,2
13,5,3
13,6,1
13,7,3
13,8,4
13,9,2
13,10,1
13,11,2
13,12,1
13,13,0
13,14,4
13,15,3
13,16,3
13,17,6
13,18,3
13,19,3
14,0,2
14,1,3
14,2,2
14,3,2
14,4,3
14,5,2
14,6,4
14,7,1
14,8,0
14,9,2
14,10,0
14,11,2
14,12,4
14,13,3
14,14,0
14,15,3
14,16,5
14,17,5
14,18,4
14,19,3
15,0,5
15,1,4
15,2,0
15,3,3
15,4,3
15,5,2
15,6,2
15,7,0
15,8,1
15,9,4
15,10,1
15,11,2
15,12,2
15,13,2
15,14,3
15,15,0
15,16,4
15,17,1
15,18,3
15,19,8
16,0,3
16,1,6
16,2,0
16,3,1
16,4,3
16,5,1
16,6,0
16,7,2
16,8,1
16,9,1
16,10,4
16,11,3
16,12,2
16,13,5
16,14,1
16,15,9
16,16,0
16,17,2
16,18,4
16,19,2
17,0,0
17,1,0
17,2,1
17,3,2
17,4,4
17,5,2
17,6,2
17,7,8
17,8,6
17,9,3
17,10,2
17,11,2
17,12,2
17,13,5
17,14,2
17,15,1
17,16,2
17,17,0
17,18,2
17,19,4
18,0,3
18,1,2
18,2,3
18,3,4
18,4,3
18,5,1
18,6,1
18,7,3
18,8,2
18,9,2
18,10,1
18,11,4
18,12,4
18,13,3
18,14,4
18,15,4
18,16,4
18,17,2
18,18,0
18,19,0
19,0,3
19,1,4
19,2,0
19,3,4
19,4,5
19,5,3
19,6,4
19,7,0
19,8,2
19,9,1
19,10,2
19,11,4
19,12,2
19,13,2
19,14,2
19,15,6
19,16,3
19,17,1
19,18,2
19,19,0
