0,0,0
0,1,3
0,2,1
0,3,0
0,4,0
0,5,1
0,6,1
0,7,1
0,8,1
0,9,6
0,10,1
0,11,1
0,12,2
0,13,1
0,14,2
0,15,5
0,16,6
0,17,1
0,18,8
0,19,9
1,0,5
1,1,0
1,2,3
1,3,2
1,4,2
1,5,3
1,6,4
1,7,3
1,8,3
1,9,1
1,10,2
1,11,2
1,12,3
1,13,5
1,14,2
1,15,0
1,16,1
1,17,2
1,18,5
1,19,2
2,0,2
2,1,5
2,2,0
2,3,6
2,4,3
2,5,2
2,6,1
2,7,3
2,8,2
2,9,1
2,10,4
2,11,2
2,12,4
2,13,3
2,14,1
2,15,5
2,16,0
2,17,1
2,18,2
2,19,3
3,0,3
3,1,7
3,2,3
3,3,0
3,4,3
3,5,1
3,6,2
3,7,5
3,8,4
3,9,0
3,10,0
3,11,1
3,12,1
3,13,2
3,14,4
3,15,5
3,16,1
3,17,2
3,18,2
3,19,4
4,0,2
4,1,0
4,2,8
4,3,2
4,4,0
4,5,0
4,6,4
4,7,3
4,8,4
4,9,3
4,10,1
4,11,2
4,12,3
4,13,3
4,14,4
4,15,5
4,16,3
4,17,1
4,18,1
4,19,1
5,0,4
5,1,7
5,2,1
5,3,4
5,4,5
5,5,0
5,6,0
5,7,1
5,8,2
5,9,1
5,10,3
5,11,1
5,12,4
5,13,3
5,14,5
5,15,1
5,16,0
5,17,1
5,18,3
5,19,4
6,0,5
6,1,3
6,2,3
6,3,3
6,4,3
6,5,0
6,6,0
6,7,2
6,8,4
6,9,2
6,10,2
6,11,1
6,12,2
6,13,1
6,14,2
6,15,3
6,16,3
6,17,4
6,18,4
6,19,3
7,0,1
7,1,3
7,2,1
7,3,3
7,4,2
7,5,2
7,6,0
7,7,0
7,8,4
7,9,2
7,10,3
7,11,3
7,12,1
7,13,6
7,14,6
7,15,2
7,16,6
7,17,1
7,18,2
7,19,2
8,0,4
8,1,2
8,2,1
8,3,2
8,4,4
8,5,2
8,6,0
8,7,2
8,8,0
8,9,0
8,10,1
8,11,7
8,12,0
8,13,1
8,14,4
8,15,2
8,16,6
8,17,4
8,18,3
8,19,5
9,0,7
9,1,2
9,2,1
9,3,1
9,4,2
9,5,1
9,6,0
9,7,4
9,8,4
9,9,0
9,10,1
9,11,1
9,12,2
9,13,4
9,14,2
9,15,7
9,16,3
9,17,4
9,18,3
9,19,1
10,0,3
10,1,1
10,2,3
10,3,0
10,4,3
10,5,3
10,6,4
10,7,5
10,8,4
10,9,4
10,10,0
10,11,3
10,12,0
10,13,2
10,14,1
10,15,2
10,16,6
10,17,1
10,18,3
10,19,2
11,0,3
11,1,1
11,2,2
11,3,0
11,4,0
11,5,1
11,6,1
11,7,3
11,8,2
11,9,2
11,10,1
11,11,0
11,12,3
11,13,5
11,14,4
11,15,3
11,16,9
11,17,3
11,18,4
11,19,3
12,0,3
12,1,1
12,2,3
12,3,2
12,4,3
12,5,2
12,6,2
12,7,2
12,8,3
12,9,2
12,10,2
12,11,4
12,12,0
12,13,4
12,14,4
12,15,1
12,16,1
12,17,2
12,18,7
12,19,2
13,0,6
13,1,1
13,2,0
13,3,2
13,4,0
13,5,2
13,6,1
13,7,2
13,8,1
13,9,4
13,10,7
13,11,3
13,12,0
13,13,0
13,14,5
13,15,3
13,16,4
13,17,2
13,18,2
13,19,5
14,0,3
14,1,3
14,2,1
14,3,5
14,4,3
14,5,2
14,6,1
14,7,7
14,8,1
14,9,1
14,10,1
14,11,3
14,12,2
14,13,4
14,14,0
14,15,5
14,16,3
14,17,0
14,18,2
14,19,3
15,0,5
15,1,1
15,2,1
15,3,0
15,4,0
15,5,0
15,6,1
15,7,3
15,8,1
15,9,0
15,10,3
15,11,1
15,12,1
15,13,6
15,14,2
15,15,0
15,16,4
15,17,2
15,18,6
15,19,13
16,0,4
16,1,4
16,2,0
16,3,0
16,4,1
16,5,0
16,6,0
16,7,2
16,8,4
16,9,1
16,10,2
16,11,3
16,12,8
16,13,5
16,14,5
16,15,2
16,16,0
16,17,2
16,18,4
16,19,3
17,0,4
17,1,3
17,2,1
17,3,3
17,4,1
17,5,2
17,6,1
17,7,0
17,8,2
17,9,1
17,10,4
17,11,0
17,12,1
17,13,5
17,14,2
17,15,7
17,16,7
17,17,0
17,18,1
17,19,5
18,0,5
18,1,2
18,2,3
18,3,2
18,4,1
18,5,2
18,6,0
18,7,0
18,8,0
18,9,2
18,10,7
18,11,3
18,12,1
18,13,6
18,14,0
18,15,1
18,16,7
18,17,3
18,18,0
18,19,5
19,0,7
19,1,0
19,2,2
19,3,3
19,4,2
19,5,4
19,6,1
19,7,0
19,8,3
19,9,2
19,10,3
19,11,0
19,12,0
19,13,3
19,14,5
19,15,4
19,16,5
19,17,0
19,18,6
19,19,0
