0,0,0
0,1,3
0,2,0
0,3,0
0,4,1
0,5,0
0,6,1
0,7,2
0,8,1
0,9,1
0,10,1
0,11,1
0,12,3
0,13,2
0,14,4
0,15,13
0,16,2
0,17,3
0,18,5
0,19,7
1,0,3
1,1,0
1,2,4
1,3,1
1,4,3
1,5,1
1,6,2
1,7,2
1,8,4
1,9,0
1,10,0
1,11,2
1,12,2
1,13,9
1,14,6
1,15,2
1,16,3
1,17,1
1,18,3
1,19,2
2,0,1
2,1,7
2,2,0
2,3,3
2,4,4
2,5,3
2,6,0
2,7,3
2,8,1
2,9,0
2,10,0
2,11,2
2,12,4
2,13,4
2,14,1
2,15,2
2,16,6
2,17,3
2,18,2
2,19,4
3,0,2
3,1,3
3,2,2
3,3,0
3,4,5
3,5,4
3,6,0
3,7,4
3,8,2
3,9,1
3,10,2
3,11,4
3,12,5
3,13,3
3,14,1
3,15,3
3,16,1
3,17,2
3,18,3
3,19,3
4,0,2
4,1,3
4,2,2
4,3,6
4,4,0
4,5,2
4,6,1
4,7,2
4,8,2
4,9,1
4,10,0
4,11,5
4,12,2
4,13,2
4,14,3
4,15,1
4,16,3
4,17,7
4,18,1
4,19,5
5,0,0
5,1,3
5,2,1
5,3,5
5,4,8
5,5,0
5,6,0
5,7,4
5,8,3
5,9,2
5,10,2
5,11,2
5,12,4
5,13,1
5,14,1
5,15,2
5,16,4
5,17,2
5,18,1
5,19,5
6,0,3
6,1,6
6,2,0
6,3,6
6,4,4
6,5,1
6,6,0
6,7,4
6,8,5
6,9,0
6,10,2
6,11,0
6,12,0
6,13,2
6,14,4
6,15,0
6,16,4
6,17,2
6,18,4
6,19,3
7,0,3
7,1,1
7,2,2
7,3,6
7,4,0
7,5,3
7,6,1
7,7,0
7,8,2
7,9,2
7,10,1
7,11,4
7,12,2
7,13,0
7,14,5
7,15,4
7,16,5
7,17,3
7,18,2
7,19,4
8,0,3
8,1,2
8,2,1
8,3,2
8,4,0
8,5,1
8,6,2
8,7,3
8,8,0
8,9,2
8,10,0
8,11,2
8,12,3
8,13,6
8,14,3
8,15,8
8,16,4
8,17,1
8,18,5
8,19,2
9,0,1
9,1,1
9,2,2
9,3,1
9,4,1
9,5,0
9,6,1
9,7,2
9,8,3
9,9,0
9,10,6
9,11,3
9,12,4
9,13,2
9,14,2
9,15,4
9,16,6
9,17,4
9,18,3
9,19,4
10,0,2
10,1,1
10,2,2
10,3,2
10,4,1
10,5,1
10,6,1
10,7,6
10,8,0
10,9,7
10,10,0
10,11,0
10,12,3
10,13,3
10,14,5
10,15,3
10,16,5
10,17,2
10,18,0
10,19,6
11,0,2
11,1,0
11,2,0
11,3,4
11,4,1
11,5,1
11,6,0
11,7,2
11,8,2
11,9,4
11,10,2
11,11,0
11,12,0
11,13,8
11,14,2
11,15,9
11,16,6
11,17,0
11,18,3
11,19,4
12,0,7
12,1,8
12,2,1
12,3,2
12,4,2
12,5,0
12,6,0
12,7,2
12,8,4
12,9,1
12,10,0
12,11,0
12,12,0
12,13,5
12,14,3
12,15,0
12,16,10
12,17,2
12,18,2
12,19,1
13,0,6
13,1,1
13,2,2
13,3,1
13,4,0
13,5,1
13,6,1
13,7,2
13,8,0
13,9,4
13,10,0
13,11,4
13,12,3
13,13,0
13,14,2
13,15,9
13,16,4
13,17,1
13,18,3
13,19,6
14,0,5
14,1,0
14,2,1
14,3,3
14,4,0
14,5,1
14,6,0
14,7,3
14,8,2
14,9,3
14,10,0
14,11,2
14,12,4
14,13,4
14,14,0
14,15,6
14,16,8
14,17,3
14,18,2
14,19,3
15,0,9
15,1,0
15,2,3
15,3,3
15,4,2
15,5,2
15,6,1
15,7,0
15,8,1
15,9,0
15,10,0
15,11,1
15,12,1
15,13,1
15,14,4
15,15,0
15,16,7
15,17,1
15,18,3
15,19,11
16,0,2
16,1,0
16,2,2
16,3,0
16,4,0
16,5,2
16,6,2
16,7,2
16,8,1
16,9,4
16,10,0
16,11,4
16,12,2
16,13,3
16,14,4
16,15,13
16,16,0
16,17,2
16,18,3
16,19,4
17,0,3
17,1,0
17,2,0
17,3,4
17,4,2
17,5,0
17,6,2
17,7,1
17,8,1
17,9,5
17,10,0
17,11,3
17,12,0
17,13,0
17,14,7
17,15,6
17,16,5
17,17,0
17,18,3
17,19,8
18,0,3
18,1,1
18,2,0
18,3,0
18,4,2
18,5,0
18,6,1
18,7,2
18,8,0
18,9,2
18,10,0
18,11,1
18,12,1
18,13,5
18,14,1
18,15,12
18,16,9
18,17,3
18,18,0
18,19,7
19,0,9
19,1,1
19,2,1
19,3,1
19,4,1
19,5,2
19,6,2
19,7,1
19,8,1
19,9,1
19,10,1
19,11,1
19,12,3
19,13,4
19,14,7
19,15,6
19,16,7
19,17,0
19,18,1
19,19,0
